Order_ID,Item_ID,Artist_ID,User_ID,Time_ID,Location_ID,Quantity,Gross_Rev,Bandcamp_Cut,Artist_Revenue
1599688925.8862&//chrisgs1.bandcamp.com/track/ring-my-bell-chris-gs-edit,ITM-CDA39D8C,ART-9DEB1288,USR-316,20200909,LOC-0D149B90,1,9.44,1.42,8.02
1599688925.92374&//chrisgs1.bandcamp.com/track/its-a-shame-chris-gs-edit,ITM-3573E26F,ART-9DEB1288,USR-14,20200909,LOC-0D149B90,1,2.36,0.35,2.01
1599688925.92418&//chrisgs1.bandcamp.com/track/dont-send-me-away-chris-gs-edit,ITM-F00060E3,ART-9DEB1288,USR-242,20200909,LOC-0D149B90,1,23.6,3.54,20.060000000000002
1599688925.99716&//chrisgs1.bandcamp.com/track/seed-20-chris-gs-edit,ITM-1723D0B4,ART-9DEB1288,USR-265,20200909,LOC-0D149B90,1,8.26,1.24,7.02
1599688926.394&//loveallday.bandcamp.com/album/chimes,ITM-B1B21447,ART-066F2EF8,USR-346,20200909,LOC-7885444A,1,5.0,0.75,4.25
1599688926.61447&//thewhiteswan.bandcamp.com/merch/limited-edition-gold-sparkle-baseball-t,ITM-AD585195,ART-82E7A1AB,USR-53,20200909,LOC-5435C69E,1,25.0,2.5,22.5
1599688926.84906&//thewhiteswan.bandcamp.com/merch/limited-edition-gold-sparkle-baseball-t,ITM-AD585195,ART-82E7A1AB,USR-386,20200909,LOC-5435C69E,1,25.0,2.5,22.5
1599688928.27319&//creepoutjapan.bandcamp.com/album/svvines-and-heretics,ITM-1D3B2D04,ART-6CC45D8F,USR-340,20200909,LOC-5F02F088,1,6.59,0.99,5.6
1599688929.14511&//petrola80.bandcamp.com/track/low-b4,ITM-178FC14A,ART-E1B97CBD,USR-92,20200909,LOC-D88FC6ED,1,2.36,0.35,2.01
1599688929.85596&//librarytapes.bandcamp.com/track/by-fields-i,ITM-B0C10F55,ART-A941BD69,USR-367,20200909,LOC-0B3B97FA,1,1.18,0.18,1.0
1599688930.87041&//soundsofthedawn.bandcamp.com/track/moon-lush,ITM-F3FEF121,ART-FA5ADFF4,USR-444,20200909,LOC-7885444A,1,1.0,0.15,0.85
1599688931.59097&//andavald.bandcamp.com/album/undir-skygg-arhaldi,ITM-59AEC67E,ART-27E4CAB0,USR-455,20200909,LOC-8BCC25C9,1,1.0,0.15,0.85
1599688932.13327&//kmouta.bandcamp.com/track/jade-dont-walk-away-k-mouta-edit,ITM-9F1D3F25,ART-611A6628,USR-428,20200909,LOC-0D149B90,1,1.18,0.18,1.0
1599688932.1488&//kmouta.bandcamp.com/track/michael-jackson-paul-maccartney-the-girl-is-mine-k-mouta-edit,ITM-27FDBB6A,ART-611A6628,USR-264,20200909,LOC-0D149B90,1,1.59,0.24,1.35
1599688932.65871&//kmouta.bandcamp.com/track/stereophonics-maybe-tomorrow-k-mouta-edit,ITM-0AE12720,ART-611A6628,USR-431,20200909,LOC-0D149B90,1,1.18,0.18,1.0
1599688932.68529&//kmouta.bandcamp.com/track/the-weeknd-blinding-lights-k-mouta-bossa-edit,ITM-79F77832,ART-611A6628,USR-35,20200909,LOC-0D149B90,1,1.59,0.24,1.35
1599688932.79666&//kmouta.bandcamp.com/track/sting-englishman-in-new-york-k-mouta-edit,ITM-D734AFCE,ART-611A6628,USR-206,20200909,LOC-0D149B90,1,1.48,0.22,1.26
1599688932.92204&//kmouta.bandcamp.com/track/osibisa-sunshine-day-k-mouta-edit,ITM-6BEEEE34,ART-611A6628,USR-81,20200909,LOC-0D149B90,1,1.59,0.24,1.35
1599688934.42047&//isthisrealityorjustadream.bandcamp.com/track/naufrage-mental-mix,ITM-95C111B2,ART-653E40CB,USR-420,20200909,LOC-D88FC6ED,1,1.77,0.27,1.5
1599688934.62363&//theconfinementtapes.bandcamp.com/album/confinement-release6,ITM-ECE2EA6F,ART-0670A13A,USR-50,20200909,LOC-7885444A,1,0.97,0.15,0.82
1599688934.90753&//isthisrealityorjustadream.bandcamp.com/track/recovery,ITM-D8AFBC54,ART-653E40CB,USR-360,20200909,LOC-D88FC6ED,1,1.77,0.27,1.5
1599688936.23161&//vill4in.bandcamp.com/track/immersion,ITM-EAF488B5,ART-074C5A6B,USR-388,20200909,LOC-7885444A,1,1.0,0.15,0.85
1599688937.18373&//tvgirl.bandcamp.com/album/french-exit,ITM-95A77F5A,ART-09DBD3DC,USR-2,20200909,LOC-0B3B97FA,1,20.0,2.0,18.0
1599688937.96573&//kaizengameworks.bandcamp.com/album/paradise-killer-original-soundtrack,ITM-383B8628,ART-ABBEE0C5,USR-390,20200909,LOC-0B3B97FA,1,11.68,1.75,9.93
1599688939.4145&//junctionrecords.bandcamp.com/track/hide-seek-aqxdm-remix,ITM-F7F52E3D,ART-70103038,USR-54,20200909,LOC-D88FC6ED,1,1.77,0.27,1.5
1599688942.11742&//lionmilk.bandcamp.com/track/being,ITM-3F4CEDE6,ART-506FF520,USR-106,20200909,LOC-7885444A,1,2.0,0.3,1.7
1599688943.361&//ajjtheband.bandcamp.com/album/people-who-can-eat-people-are-the-luckiest-people-in-the-world,ITM-9C34D24F,ART-BF6ABD77,USR-260,20200909,LOC-0B3B97FA,1,6.66,1.0,5.66
1599688943.79336&//feveram.bandcamp.com/track/tykaepyzo,ITM-E089A11B,ART-F7121D68,USR-310,20200909,LOC-D88FC6ED,1,2.07,0.31,1.7599999999999998
1599688944.1287&//bbemusic.bandcamp.com/track/days-like-this-spinna-ticklah-club-mix,ITM-9AC277D3,ART-F9535C59,USR-477,20200909,LOC-7885444A,1,1.95,0.29,1.66
1599688948.3735&//triprecords.bandcamp.com/track/headache-vs-corona,ITM-C66A4E96,ART-6937F02D,USR-191,20200909,LOC-D88FC6ED,1,1.77,0.27,1.5
1599688948.66233&//xoth.bandcamp.com/merch/green-embroidered-xoth-logo-patch,ITM-11F831D7,ART-B53A7172,USR-402,20200909,LOC-0B3B97FA,1,6.0,0.6,5.4
1599688948.75424&//astronautsetc.bandcamp.com/album/gestures,ITM-9E1F4342,ART-C218D7ED,USR-218,20200909,LOC-7885444A,1,7.0,1.05,5.95
1599688949.0035&//thedeepseadiver.bandcamp.com/album/impossible-weight,ITM-F9ED5E8E,ART-51C718C5,USR-44,20200909,LOC-0B3B97FA,1,25.0,2.5,22.5
1599688949.28085&//chongomusic.bandcamp.com/album/sonic-headrush,ITM-4A9326C2,ART-9BB4BFB9,USR-162,20200909,LOC-0B3B97FA,1,10.0,1.5,8.5
1599688950.73086&//chromeo.bandcamp.com/merch/solidarity-with-beirut-tote-bag,ITM-EBD5B6AF,ART-BA597EB0,USR-202,20200909,LOC-0B3B97FA,1,20.0,2.0,18.0
1599688953.27327&//thehorrorsquad.bandcamp.com/album/dudes-night-horror-squad-split-7,ITM-0376B372,ART-9FA33426,USR-446,20200909,LOC-0B3B97FA,1,5.0,0.75,4.25
1599688953.69928&//nostrohoodsystem.bandcamp.com/track/yau-manifold-lithe-remix,ITM-23063EF5,ART-F299F4F1,USR-484,20200909,LOC-D88FC6ED,1,1.3,0.2,1.1
1599688954.03643&//yialmelicfrequencies.bandcamp.com/album/play-ponds,ITM-9CC42F51,ART-41DB4E72,USR-270,20200909,LOC-7885444A,1,2.5,0.38,2.12
1599688954.95258&//mndsgn.bandcamp.com/album/forever-in-your-sun,ITM-746B767D,ART-9BD687F7,USR-351,20200909,LOC-7885444A,1,5.0,0.75,4.25
1599688958.27048&//roguecuts.bandcamp.com/track/matthew-laundro-cave-level-galtiers-excavation,ITM-C4909F55,ART-97366F2A,USR-304,20200909,LOC-D88FC6ED,1,0.73,0.11,0.62
1599688959.70542&//mandolinorange.bandcamp.com/album/austin-city-limits-live-at-the-moody-theater-3,ITM-0E07CA5E,ART-CFA2B5C4,USR-271,20200909,LOC-0B3B97FA,1,40.0,4.0,36.0
1599688960.96537&//tuluumshimmering.bandcamp.com/album/happiness-is-drumming-fire-on-the-mountain-jam,ITM-2B6900A1,ART-20BECDEE,USR-456,20200909,LOC-7885444A,1,2.6,0.39,2.21
1599688965.65115&//fabioorsi.bandcamp.com/album/di-lumi-e-chiarori-2,ITM-7D149A2D,ART-7314934F,USR-462,20200909,LOC-7885444A,1,30.69,3.07,27.62
1599688967.19653&//bellalune.bandcamp.com,ITM-3505C370,ART-8627395E,USR-215,20200909,LOC-0B3B97FA,1,29.0,4.35,24.65
1599688970.88247&//kevinrichardmartin.bandcamp.com/album/its-time,ITM-D73D6B56,ART-B64F9480,USR-252,20200909,LOC-1A13105B,1,7.08,1.06,6.02
1599688972.27601&//assemblage23.bandcamp.com/album/mourn,ITM-695ECAAB,ART-10311DF5,USR-190,20200909,LOC-0B3B97FA,1,11.0,1.65,9.35
1599688973.947&//desertinme.bandcamp.com/album/all-in-the-desert,ITM-84F047F2,ART-BBFB94FA,USR-296,20200909,LOC-D692BC40,1,10.0,1.5,8.5
1599688979.27293&//humanbydefault.bandcamp.com/track/fairouz-li-beirut-bedouin-2020-tribute-rework,ITM-D5ACE40C,ART-B9500F36,USR-213,20200909,LOC-D692BC40,1,2.6,0.39,2.21
1599688981.88568&//sleepsinatra1.bandcamp.com/album/voodoo-kit,ITM-AA64C292,ART-D2EF3589,USR-208,20200909,LOC-0B3B97FA,1,10.0,1.5,8.5
1599688988.97836&//yokoo.bandcamp.com/album/transition-ep,ITM-FFE5FD54,ART-9F575892,USR-237,20200909,LOC-D692BC40,1,7.08,1.06,6.02
1599688990.05138&//nguzunguzu1.bandcamp.com/album/stimulus,ITM-4BF2C506,ART-46BB189D,USR-338,20200909,LOC-82A9E4D2,1,5.0,0.75,4.25
1599688992.72267&//unleashthearchers.bandcamp.com/album/abyss,ITM-F658CB76,ART-C94686BB,USR-367,20200909,LOC-5F02F088,1,12.99,1.95,11.040000000000001
1599688993.19354&//mlesprg.bandcamp.com/album/water-memory-mount-vision,ITM-505298B4,ART-7504FD8B,USR-53,20200909,LOC-0B3B97FA,1,12.0,1.8,10.2
1599688996.38066&//musicanamorph.bandcamp.com/track/the-crazy-and-the-fool,ITM-0746BD53,ART-B316514C,USR-280,20200909,LOC-161747EC,1,3.54,0.53,3.01
1599689001.06407&//malachi-music.bandcamp.com/track/everybody-wants-to-be,ITM-C9A00378,ART-B4A204F0,USR-410,20200909,LOC-DC634E20,1,1.69,0.25,1.44
1599689004.44718&//somosmusic.bandcamp.com/album/all-u-need-2-know,ITM-C636FDD2,ART-A9F8690D,USR-217,20200909,LOC-0B3B97FA,1,2.0,0.3,1.7
1599689007.1828&//btkmetal.bandcamp.com/album/bind-torture-kill,ITM-A0CC8171,ART-06B9638E,USR-252,20200909,LOC-0B3B97FA,1,1.18,0.18,1.0
1599689007.30135&//btkmetal.bandcamp.com/album/visc-res,ITM-2240C755,ART-06B9638E,USR-188,20200909,LOC-0B3B97FA,1,5.9,0.88,5.0200000000000005
1599689007.32468&//btkmetal.bandcamp.com/album/condamn,ITM-26AD7493,ART-A0CC8171,USR-380,20200909,LOC-0B3B97FA,1,4.72,0.71,4.01
1599689011.65185&//shirleycollins.bandcamp.com/album/hearts-ease,ITM-C47BE9F3,ART-3AB2D081,USR-493,20200909,LOC-7885444A,1,9.99,1.5,8.49
1599689017.76879&//deadpirates.bandcamp.com/album/highmare,ITM-2B07EB44,ART-DE181B83,USR-41,20200909,LOC-0B3B97FA,1,9.09,1.36,7.7299999999999995
1599689018.56031&//macadammambo.bandcamp.com/album/mmlp909-eva-geist-desf-n,ITM-233724C5,ART-139C423E,USR-157,20200909,LOC-82A9E4D2,1,17.71,1.77,15.940000000000001
1599689018.74139&//macadammambo.bandcamp.com/album/mmx808-the-farmers-toss-your-salat,ITM-07840153,ART-F13D2886,USR-15,20200909,LOC-82A9E4D2,1,9.44,0.94,8.5
1599689019.32941&//djswisha.bandcamp.com/album/nothing-but-net,ITM-D770F355,ART-04A6B7D3,USR-301,20200909,LOC-0B3B97FA,1,5.0,0.75,4.25
1599689023.81408&//samgoya.bandcamp.com/track/expresso,ITM-5D2B27D2,ART-5C97CFE0,USR-65,20200909,LOC-161747EC,1,2.95,0.44,2.5100000000000002
1599689024.72853&//shreder.bandcamp.com/album/split,ITM-8A9E64D8,ART-36357C55,USR-345,20200909,LOC-82A9E4D2,1,4.72,0.71,4.01
1599689033.02348&//bossbattlerecords.bandcamp.com/album/no-straight-roads-original-soundtrack,ITM-2FC9ADF9,ART-9E208DF5,USR-327,20200909,LOC-0B3B97FA,1,15.0,2.25,12.75
1599689034.28691&//tvgirl.bandcamp.com/album/french-exit,ITM-95A77F5A,ART-09DBD3DC,USR-9,20200909,LOC-82A9E4D2,1,20.0,2.0,18.0
1599689038.39351&//8205.bandcamp.com/album/mega-city-2-spice,ITM-84FB1706,ART-9FA8C926,USR-344,20200909,LOC-0B3B97FA,1,3.25,0.49,2.76
1599689044.85914&//dubmusik2.bandcamp.com/track/lock-87,ITM-565CD7A1,ART-2CE66097,USR-129,20200909,LOC-161747EC,1,2.95,0.44,2.5100000000000002
1599689049.3344&//nashvillecovers.bandcamp.com/album/live-at-the-bluebird-a-nashville-the-tv-show-covers-compilation,ITM-AEF944EA,ART-49A92700,USR-492,20200909,LOC-0B3B97FA,1,2.0,0.3,1.7
1599689050.4279&//leoshannon.bandcamp.com/album/most-high-thing,ITM-B7934E6F,ART-7D5623E6,USR-136,20200909,LOC-0B3B97FA,1,10.0,1.5,8.5
1599689054.05059&//evergreen2.bandcamp.com/track/final-fantasy-vi-dancing-mad-symphonic-arrange,ITM-56C6D47D,ART-13722E4E,USR-472,20200909,LOC-5435C69E,1,2.0,0.3,1.7
1599689056.38288&//therealselfhood.bandcamp.com/album/free-for-all,ITM-A5DE226E,ART-6EAD97BD,USR-63,20200909,LOC-0B3B97FA,1,0.65,0.1,0.55
1599689056.62163&//kingmost.bandcamp.com/album/pancakes-sequel,ITM-55F7F5D6,ART-3DC7F023,USR-139,20200909,LOC-0B3B97FA,1,7.0,1.05,5.95
1599689059.6626&//vanishingtwinmusic.bandcamp.com/album/cryonic-suspension-may-save-your-life-extended-life-version-who-wants-to-live-forever,ITM-F4EE90CE,ART-53FDC40B,USR-499,20200909,LOC-5F02F088,1,12.99,1.3,11.69
1599689059.85809&//bedouine.bandcamp.com/track/thirteen,ITM-C9C15D36,ART-A5B7EBAB,USR-81,20200909,LOC-0B3B97FA,1,1.75,0.26,1.49
1599689064.50447&//bottombracketil.bandcamp.com/album/i-dont-care-enough-to-stay,ITM-0EDB6988,ART-5C264CD9,USR-392,20200909,LOC-0B3B97FA,1,6.0,0.9,5.1
1599689067.42577&//hyvmine.bandcamp.com,ITM-8A4F207B,ART-2827EFA3,USR-163,20200909,LOC-0B3B97FA,1,10.0,1.5,8.5
1599689069.76853&//zorajones.bandcamp.com/album/ten-billion-angels,ITM-08D83F9F,ART-29506A1C,USR-419,20200909,LOC-82A9E4D2,1,10.0,1.5,8.5
1599689072.92474&//garlabanklubmuzikk.bandcamp.com/album/gkm-vol-01,ITM-ACC1E9A1,ART-6ECE027E,USR-289,20200909,LOC-5F02F088,1,0.59,0.09,0.5
1599689075.70923&//djnativesun.bandcamp.com/album/refix-szn-vol-3,ITM-C210BE08,ART-A3F16708,USR-379,20200909,LOC-0B3B97FA,1,3.0,0.45,2.55
