_id,art_url,item_type,utc_date,country_code,track_album_slug_text,country,slug_type,amount_paid_fmt,item_price,item_description,art_id,url,amount_paid,releases,artist_name,currency,album_title,amount_paid_usd,package_image_id,amount_over_fmt,item_slug,addl_count
1599688835.15601&//thecaptaincreolecollection.bandcamp.com/album/the-ochre-demos-and-designs,https://f4.bcbits.com/img/a3997925422_7.jpg,a,1599688835.15601,gb,,United Kingdom,a,£7,7.0,The Ochre (Demos and Designs),3997925422.0,//thecaptaincreolecollection.bandcamp.com/album/the-ochre-demos-and-designs,7.0,,The Ochre,GBP,,9.09,,,,
1599688836.80575&//linguaignota.bandcamp.com/track/jolene,https://f4.bcbits.com/img/a2070002729_7.jpg,t,1599688836.80575,us,,United States,t,$1,1.0,JOLENE,2070002729.0,//linguaignota.bandcamp.com/track/jolene,1.0,,LINGUA IGNOTA,USD,,1.0,,,,
1599688836.87656&//linguaignota.bandcamp.com/track/wicked-game,https://f4.bcbits.com/img/a2915354829_7.jpg,t,1599688836.87656,us,,United States,t,$2.99,2.99000000953674,WICKED GAME,2915354829.0,//linguaignota.bandcamp.com/track/wicked-game,2.99,,LINGUA IGNOTA,USD,,2.99,,,,
1599688837.10089&//cookinsoul.bandcamp.com/album/larry-june-x-cookin-soul-orange-season-ep,https://f4.bcbits.com/img/a1314103391_7.jpg,a,1599688837.10089,us,,United States,a,€7,5.0,Larry June x Cookin Soul - Orange Season (EP),1314103391.0,//cookinsoul.bandcamp.com/album/larry-june-x-cookin-soul-orange-season-ep,7.0,,Cookin Soul,EUR,,8.26,,€2,,
1599688845.11123&//kindischoffical.bandcamp.com/album/zoi-ca-prisms-ep,https://f4.bcbits.com/img/a0049233717_7.jpg,a,1599688845.11123,ca,,Canada,a,€2,1.9800000190734897,Zoi (CA) - Prisms EP,49233717.0,//kindischoffical.bandcamp.com/album/zoi-ca-prisms-ep,2.0,,Zoi (CA),EUR,,2.36,,,,
1599688845.11818&//stephenpaultaylor.bandcamp.com/track/shits-fucked,https://f4.bcbits.com/img/a2555210841_7.jpg,t,1599688845.11818,us,,United States,t,€1.69,1.0,Shit's Fucked,2555210841.0,//stephenpaultaylor.bandcamp.com/track/shits-fucked,1.69,,SPT,EUR,People Tonight,1.99,,,,
1599688845.66974&//kindischoffical.bandcamp.com/track/death-on-the-balcony-para-ser-libre,https://f4.bcbits.com/img/a3599485280_7.jpg,t,1599688845.66974,ca,,Canada,t,€1,1.9800000190734897,Death on the Balcony - Para Ser Libre,3599485280.0,//kindischoffical.bandcamp.com/track/death-on-the-balcony-para-ser-libre,2.0,,Death on the Balcony,EUR,Death on the Balcony - Once Removed EP,2.36,,,/album/,1.0
1599688848.21811&//darcie.bandcamp.com/track/silence,https://f4.bcbits.com/img/a1781604878_7.jpg,t,1599688848.2181098,gb,,United Kingdom,t,£1,1.0,Silence,1781604878.0,//darcie.bandcamp.com/track/silence,1.0,,Darcie,GBP,,1.3,,,,
1599688852.06918&//shellarecords.bandcamp.com/album/jamaican-fruit-of-african-roots-ep,https://f4.bcbits.com/img/a3853902807_7.jpg,a,1599688852.06918,ca,,Canada,a,$10,4.0,Jamaican Fruit of African Roots EP,3853902807.0,//shellarecords.bandcamp.com/album/jamaican-fruit-of-african-roots-ep,10.0,,"Sheila Rickards, King Tubby, Prince Philip,  The Aggrovators.",USD,,10.0,,$6,,
1599688865.13856&//unreqvited-northernsilence.bandcamp.com/album/empathica,https://f4.bcbits.com/img/0019339586_37.jpg,p,1599688865.13856,fr,,France,a,€13.90,13.8999996185303,Ltd. DigiCD,,//unreqvited-northernsilence.bandcamp.com/album/empathica,13.9,,Unreqvited,EUR,Empathica,16.41,19339586.0,,,
1599688868.46945&//plushorganics.bandcamp.com/album/dregs-in-bloom,https://f4.bcbits.com/img/a1537705454_7.jpg,a,1599688868.46945,gb,,United Kingdom,a,$2,2.0,Dregs In Bloom,1537705454.0,//plushorganics.bandcamp.com/album/dregs-in-bloom,2.0,,Gloga,USD,,2.0,,,,
1599688869.06688&//flasherdc.bandcamp.com/album/winnie-b-w-burn-blue-2,https://f4.bcbits.com/img/a3947951792_7.jpg,a,1599688869.06688,us,,United States,a,$2,2.0,Winnie b/w Burn Blue,3947951792.0,//flasherdc.bandcamp.com/album/winnie-b-w-burn-blue-2,2.0,,Flasher,USD,,2.0,,,,
1599688869.28855&//flasherdc.bandcamp.com/album/s-t-ep-2,https://f4.bcbits.com/img/a0215819831_7.jpg,a,1599688869.28855,us,,United States,a,$7,7.0,S/T EP,215819831.0,//flasherdc.bandcamp.com/album/s-t-ep-2,7.0,,Flasher,USD,,7.0,,,,
1599688870.0492&//boxbedroomrebels.bandcamp.com/album/bbr-36-ciel-movement-6-track-ep,https://f4.bcbits.com/img/0021195827_37.jpg,p,1599688870.0492,gb,,United Kingdom,a,£5.50,5.5,"BBR#36 CIEL 'Movement' Limited Edition 6 track 7"" E.P",,//boxbedroomrebels.bandcamp.com/album/bbr-36-ciel-movement-6-track-ep,5.5,,Ciel,GBP,BBR#36 CIEL 'Movement' 6 track EP,7.15,21195827.0,,,
1599688871.02832&//bcee.bandcamp.com/album/life-as-we-know-it,https://f4.bcbits.com/img/0020990361_37.jpg,p,1599688871.0283198,de,,Germany,a,£19.99,19.9899997711182,"Limited Edition 2 x 12"" Vinyl Gatefold - *SIGNED PRE-ORDERS BEFORE 11th SEP*.",,//bcee.bandcamp.com/album/life-as-we-know-it,19.99,,BCee & Charlotte Haining,GBP,Life As We Know It,25.97,20990361.0,,,
1599688875.25304&//fatigo.bandcamp.com/track/unruly-gentleman-bonus-track,https://f4.bcbits.com/img/a1631177587_7.jpg,t,1599688875.25304,us,,United States,t,$1,1.0,Unruly Gentleman (BONUS TRACK!!),1631177587.0,//fatigo.bandcamp.com/track/unruly-gentleman-bonus-track,1.0,,Mike Montoya,USD,Mike Montoya Live At The Rogue,1.0,,,,
1599688875.84356&//briangrainger.bandcamp.com/album/poured-out,https://f4.bcbits.com/img/0021485536_37.jpg,p,1599688875.84356,us,,United States,a,$12,12.0,Limited Edition CD-R,,//briangrainger.bandcamp.com/album/poured-out,12.0,,Brian Grainger,USD,Poured Out,12.0,21485536.0,,,
1599688875.89556&//blaublauband.bandcamp.com/album/kiss-kiss,https://f4.bcbits.com/img/a1483467987_7.jpg,a,1599688875.89556,us,,United States,a,$5,0.0,KISS KISS,1483467987.0,//blaublauband.bandcamp.com/album/kiss-kiss,5.0,,Blau Blau,USD,,5.0,,$5,,
1599688876.4084&//mogwai.bandcamp.com/album/2018,https://f4.bcbits.com/img/a1397909724_7.jpg,a,1599688876.4084,gb,,United Kingdom,a,£10,0.0,2018,1397909724.0,//mogwai.bandcamp.com/album/2018,10.0,,Mogwai,GBP,,12.99,,£10,,
1599688883.61376&//tvgirl.bandcamp.com/album/french-exit,https://f4.bcbits.com/img/0021557934_37.jpg,p,1599688883.61376,us,,United States,a,$20,20.0,French Exit Repress,,//tvgirl.bandcamp.com/album/french-exit,20.0,,TV Girl,USD,French Exit,20.0,21557934.0,,,
1599688886.70388&//ppudc.bandcamp.com/track/omae,https://f4.bcbits.com/img/a2497433116_7.jpg,t,1599688886.70388,gb,,United Kingdom,t,$3,3.0,Omae,2497433116.0,//ppudc.bandcamp.com/track/omae,3.0,,Ryu Tsuruoka,USD,Omae,3.0,,,,
1599688888.96698&//starsofthelid.bandcamp.com/album/per-aspera-ad-astra,https://f4.bcbits.com/img/a1658932889_7.jpg,a,1599688888.96698,us,,United States,a,$9,9.0,Per Aspera Ad Astra,1658932889.0,//starsofthelid.bandcamp.com/album/per-aspera-ad-astra,9.0,,Stars of the Lid / John McCafferty,USD,,9.0,,,,
1599688890.68525&//nubyagarcia.bandcamp.com/album/source,https://f4.bcbits.com/img/0021399150_37.jpg,p,1599688890.68525,us,,United States,a,$30,29.9899997711182,Double Vinyl,,//nubyagarcia.bandcamp.com/album/source,30.0,,Nubya Garcia,USD,SOURCE,30.0,21399150.0,,,
1599688890.96119&//ragana.bandcamp.com/merch/dark-woods-tshirt,https://f4.bcbits.com/img/0007570998_37.jpg,p,1599688890.96119,us,,United States,p,$15,15.0,dark woods tshirt,,//ragana.bandcamp.com/merch/dark-woods-tshirt,15.0,,RAGANA,USD,,15.0,7570998.0,,,
1599688892.53879&//smartsworld.bandcamp.com/album/who-needs-smarts-anyway,https://f4.bcbits.com/img/0021560069_37.jpg,p,1599688892.53879,au,,Australia,a,$28 AUD,28.0,Smarts LP - White Vinyl,,//smartsworld.bandcamp.com/album/who-needs-smarts-anyway,28.0,,Smarts,AUD,"Who Needs Smarts, Anyway?",20.36,21560069.0,,,
1599688895.10862&//shlohmo.bandcamp.com/album/heaven-inc-ep,https://f4.bcbits.com/img/0021037562_37.jpg,p,1599688895.10862,us,,United States,a,$13,13.0,"Heaven Inc. / Looking At Plants 7""",,//shlohmo.bandcamp.com/album/heaven-inc-ep,13.0,,Shlohmo,USD,Heaven Inc. EP,13.0,21037562.0,,,
1599688905.75448&//themountaingoats.bandcamp.com/album/transcendental-youth,https://f4.bcbits.com/img/a1515826610_7.jpg,a,1599688905.75448,gb,,United Kingdom,a,$8,8.0,Transcendental Youth,1515826610.0,//themountaingoats.bandcamp.com/album/transcendental-youth,8.0,,The Mountain Goats,USD,,8.0,,,,
1599688907.40035&//al3movement.bandcamp.com/album/black-ops-ep,https://f4.bcbits.com/img/a1652040908_7.jpg,a,1599688907.40035,ar,,Argentina,a,$200,3.0,Black Ops EP,1652040908.0,//al3movement.bandcamp.com/album/black-ops-ep,200.0,,Parde Grilon,USD,,200.0,,$197,,
1599688909.77612&//askillz.bandcamp.com/track/staying-alive-a-skillz-remix,https://f4.bcbits.com/img/a0581583225_7.jpg,t,1599688909.77612,us,,United States,t,£1,1.0,Staying Alive (A.Skillz Remix),581583225.0,//askillz.bandcamp.com/track/staying-alive-a-skillz-remix,1.0,,Bee Gees,GBP,,1.3,,,,
1599688910.03707&//djkmell.bandcamp.com/track/gala-freed-from-desire-summer-remix,https://f4.bcbits.com/img/a2029802053_7.jpg,t,1599688910.03707,it,,Italy,t,€2,2.0,Gala - Freed From Desire (Summer Remix),2029802053.0,//djkmell.bandcamp.com/track/gala-freed-from-desire-summer-remix,2.0,,Dj Kmell,EUR,,2.36,,,,
1599688910.23003&//djkmell.bandcamp.com/track/barry-white-cant-get-enough-of-your-love-babe-kmell-re-loved-2020,https://f4.bcbits.com/img/a2963888243_7.jpg,t,1599688910.23003,it,,Italy,t,€3,3.0,Barry White - Can't Get Enough Of Your Love Babe ( Kmell Re loved 2020),2963888243.0,//djkmell.bandcamp.com/track/barry-white-cant-get-enough-of-your-love-babe-kmell-re-loved-2020,3.0,,Dj Kmell,EUR,,3.54,,,,
1599688910.24464&//djkmell.bandcamp.com/track/kool-the-gang-straight-ahead-kmell-rework-2020,https://f4.bcbits.com/img/a0952931779_7.jpg,t,1599688910.24464,it,,Italy,t,€3,3.0,Kool & The Gang - Straight Ahead (Kmell Rework 2020),952931779.0,//djkmell.bandcamp.com/track/kool-the-gang-straight-ahead-kmell-rework-2020,3.0,,Dj Kmell,EUR,,3.54,,,,
1599688910.44492&//djkmell.bandcamp.com/track/change-a-lovers-holiday-kmell-reedit-2020,https://f4.bcbits.com/img/a2389635820_7.jpg,t,1599688910.4449198,it,,Italy,t,€2,2.0,Change - A Lover's Holiday (Kmell Reedit 2020),2389635820.0,//djkmell.bandcamp.com/track/change-a-lovers-holiday-kmell-reedit-2020,2.0,,Dj Kmell,EUR,,2.36,,,,
1599688910.56721&//djkmell.bandcamp.com/track/kurtis-blow-the-breaks-kmell-remix-2020,https://f4.bcbits.com/img/a0821876867_7.jpg,t,1599688910.56721,it,,Italy,t,€2,2.0,Kurtis Blow-The Breaks (Kmell Remix 2020),821876867.0,//djkmell.bandcamp.com/track/kurtis-blow-the-breaks-kmell-remix-2020,2.0,,Dj Kmell,EUR,,2.36,,,,
1599688910.61406&//djkmell.bandcamp.com/track/gloria-estefan-conga-kmell-re-cong-2020,https://f4.bcbits.com/img/a1627173140_7.jpg,t,1599688910.61406,it,,Italy,t,€2.50,2.5,Gloria Estefan - Conga (Kmell Re-Cong 2020),1627173140.0,//djkmell.bandcamp.com/track/gloria-estefan-conga-kmell-re-cong-2020,2.5,,Dj Kmell,EUR,,2.95,,,,
1599688910.72272&//djkmell.bandcamp.com/track/lisa-stanfield-the-real-thing-kmell-rework-2020,https://f4.bcbits.com/img/a1367944162_7.jpg,t,1599688910.72272,it,,Italy,t,€2,2.0,Lisa Stanfield -The Real Thing (Kmell Rework 2020),1367944162.0,//djkmell.bandcamp.com/track/lisa-stanfield-the-real-thing-kmell-rework-2020,2.0,,Dj Kmell,EUR,,2.36,,,,
1599688910.80711&//djkmell.bandcamp.com/track/kim-carnes-bettes-davis-eyes-kmell-re-tide-2020,https://f4.bcbits.com/img/a0105583481_7.jpg,t,1599688910.80711,it,,Italy,t,€2.50,2.5,Kim Carnes - Bettes Davis Eyes (Kmell Re-Tide 2020),105583481.0,//djkmell.bandcamp.com/track/kim-carnes-bettes-davis-eyes-kmell-re-tide-2020,2.5,,Dj Kmell,EUR,,2.95,,,,
1599688914.0554&https://music.dandywarhols.com/album/warhol-wednesday-endless-live-album,https://f4.bcbits.com/img/a2385632826_7.jpg,a,1599688914.0554,us,,United States,a,$10,10.0,Warhol Wednesday: Endless Live Album,2385632826.0,https://music.dandywarhols.com/album/warhol-wednesday-endless-live-album,10.0,,The Dandy Warhols,USD,,10.0,,,,
1599688915.653&//mandolinorange.bandcamp.com/album/austin-city-limits-live-at-the-moody-theater-3,https://f4.bcbits.com/img/0021565153_37.jpg,p,1599688915.653,us,,United States,a,$40,40.0,Second pressing - Clear 2x Vinyl LP,,//mandolinorange.bandcamp.com/album/austin-city-limits-live-at-the-moody-theater-3,40.0,,Mandolin Orange,USD,Austin City Limits Live at The Moody Theater,40.0,21565153.0,,,
1599688916.06573&//officialastarinite.bandcamp.com/album/until-the-end-of-the-moon,https://f4.bcbits.com/img/a3306076405_7.jpg,a,1599688916.06573,es,,Spain,a,$1,0.0,Until the End of the Moon,3306076405.0,//officialastarinite.bandcamp.com/album/until-the-end-of-the-moon,1.0,,Astari Nite,USD,,1.0,,,,
1599688916.55951&//godcolony.bandcamp.com/track/turn-my-g-down-feat-stash-marina,https://f4.bcbits.com/img/a4001924644_7.jpg,t,1599688916.55951,it,,Italy,t,£1.50,1.5,Turn My G Down (feat. Stash Marina),4001924644.0,//godcolony.bandcamp.com/track/turn-my-g-down-feat-stash-marina,1.5,,God Colony,GBP,Turn My G Down (feat. Stash Marina),1.95,,,,
1599688919.08886&//cratesmotelrecords.bandcamp.com/track/pat-metheenee-slip-away-conan-liquid-crates-motel-remix,https://f4.bcbits.com/img/a0161412926_7.jpg,t,1599688919.08886,it,,Italy,t,£1.20,2.4000000953674303,Pat Metheenee - Slip Away (Conan Liquid Crates Motel Remix),161412926.0,//cratesmotelrecords.bandcamp.com/track/pat-metheenee-slip-away-conan-liquid-crates-motel-remix,2.4,,Conan Liquid,GBP,Conan Liquid Reel to reel re re re edits Vol. 9,3.12,,,/album/,1.0
1599688919.17168&//alanbraufman.bandcamp.com/album/the-fire-still-burns,https://f4.bcbits.com/img/a1821311236_7.jpg,a,1599688919.17168,us,,United States,a,$10,10.0,The Fire Still Burns,1821311236.0,//alanbraufman.bandcamp.com/album/the-fire-still-burns,10.0,,Alan Braufman,USD,,10.0,,,,
1599688919.22949&//cratesmotelrecords.bandcamp.com/track/elton-jon-are-you-ready-for-love-conan-liquid-reel-to-reel-re-re-re-edit,https://f4.bcbits.com/img/a2824482526_7.jpg,t,1599688919.22949,it,,Italy,t,£1.20,1.20000004768372,Elton Jon - Are you ready for love? (Conan Liquid Reel to reel re re re edit),2824482526.0,//cratesmotelrecords.bandcamp.com/track/elton-jon-are-you-ready-for-love-conan-liquid-reel-to-reel-re-re-re-edit,1.2,,Conan Liquid,GBP,Conan Liquid Reel to Reel re re re edits Vol. 2,1.56,,,,
1599688919.3997&//cratesmotelrecords.bandcamp.com/track/jamirokwai-too-young-to-die-conan-liquid-reel-to-reel-re-re-re-edit,https://f4.bcbits.com/img/a3507826457_7.jpg,t,1599688919.3997,it,,Italy,t,£1.20,2.4000000953674303,JamiroKwai - Too Young to Die (Conan Liquid Reel to reel re re re edit),3507826457.0,//cratesmotelrecords.bandcamp.com/track/jamirokwai-too-young-to-die-conan-liquid-reel-to-reel-re-re-re-edit,2.4,,Conan Liquid,GBP,Conan Liquid Reel to reel re re re edits Vol. 3,3.12,,,/album/,1.0
1599688919.5047&//cratesmotelrecords.bandcamp.com/track/alicia-i-want-to-thank-you-conan-liquid-crates-motel-naughty-but-splice-edit,https://f4.bcbits.com/img/a0310082834_7.jpg,t,1599688919.5047,it,,Italy,t,£1.20,1.20000004768372,Alicia - I want to thank you (Conan Liquid Crates Motel Naughty but Splice Edit),310082834.0,//cratesmotelrecords.bandcamp.com/track/alicia-i-want-to-thank-you-conan-liquid-crates-motel-naughty-but-splice-edit,1.2,,Conan Liquid,GBP,Conan Liquid Reel to Reel re re re edits Vol. 1,1.56,,,,
1599688919.93334&//cratesmotelrecords.bandcamp.com/track/jan-jacksun-when-i-think-of-you-conan-liquid-reel-to-reel-re-re-re-edit,https://f4.bcbits.com/img/a2134247343_7.jpg,t,1599688919.93334,it,,Italy,t,£1.20,1.20000004768372,Jan Jacksun - When I think of You (Conan Liquid Reel to reel re re re edit),2134247343.0,//cratesmotelrecords.bandcamp.com/track/jan-jacksun-when-i-think-of-you-conan-liquid-reel-to-reel-re-re-re-edit,1.2,,Conan Liquid,GBP,Conan Liquid Reel to reel re re re edits Vol. 4,1.56,,,,
1599688924.0009&//dieorakel.bandcamp.com/track/big-cabin,https://f4.bcbits.com/img/a1786807205_7.jpg,t,1599688924.0009,ch,,Switzerland,t,€1.50,3.0,Big Cabin,1786807205.0,//dieorakel.bandcamp.com/track/big-cabin,3.0,,Gacha Bakradze,EUR,Western Arrogance,3.54,,,/album/,1.0
1599688925.07075&//chrisgs1.bandcamp.com/track/the-power-chris-gs-edit,https://f4.bcbits.com/img/a4062744547_7.jpg,t,1599688925.07075,it,,Italy,t,€2.50,7.0,The Power (Chris Gs Edit),4062744547.0,//chrisgs1.bandcamp.com/track/the-power-chris-gs-edit,7.0,,chris gs,EUR,Club,8.26,,,/album/,2.0
1599688925.18235&//chrisgs1.bandcamp.com/track/bim-sala-bim-chris-gs-edit,https://f4.bcbits.com/img/a4274598676_7.jpg,t,1599688925.18235,it,,Italy,t,€2.50,7.0,Bim Sala Bim (Chris Gs Edit),4274598676.0,//chrisgs1.bandcamp.com/track/bim-sala-bim-chris-gs-edit,7.0,,chris gs,EUR,"Funk, Disco Funk",8.26,,,/album/,2.0
1599688925.31333&//chrisgs1.bandcamp.com/track/mirage-chris-gs-edit,https://f4.bcbits.com/img/a2999726551_7.jpg,t,1599688925.3133302,it,,Italy,t,€2.50,9.0,Mirage (Chris Gs Edit),2999726551.0,//chrisgs1.bandcamp.com/track/mirage-chris-gs-edit,9.0,,chris gs,EUR,"Low, Vol.2",10.62,,,/album/,3.0
1599688925.39068&//chrisgs1.bandcamp.com/track/the-captain-of-her-heart-chris-gs-edit,https://f4.bcbits.com/img/a2019616075_7.jpg,t,1599688925.39068,it,,Italy,t,€2,20.0,The captain of her heart (Chris Gs Edit),2019616075.0,//chrisgs1.bandcamp.com/track/the-captain-of-her-heart-chris-gs-edit,20.0,,chris gs,EUR,"Low, Vol.1",23.6,,,/album/,9.0
1599688925.39795&//chuwanaga.bandcamp.com/merch/in-the-red-vol-1-2-vinyl-bundle,https://f4.bcbits.com/img/0020347767_37.jpg,p,1599688925.39795,gb,,United Kingdom,p,€30,30.0,In The Red Vol. 1 & 2 - Vinyl Bundle,,//chuwanaga.bandcamp.com/merch/in-the-red-vol-1-2-vinyl-bundle,30.0,,Chuwanaga,EUR,,35.41,20347767.0,,,
1599688925.4526&//chrisgs1.bandcamp.com/track/electrica-salsa-chris-gs-edit,https://f4.bcbits.com/img/a2334396463_7.jpg,t,1599688925.4526,it,,Italy,t,€2,6.5,Electrica Salsa (Chris Gs Edit),2334396463.0,//chrisgs1.bandcamp.com/track/electrica-salsa-chris-gs-edit,6.5,,chris gs,EUR,"80's, Vol.1",7.67,,,/album/,2.0
1599688925.54091&//chrisgs1.bandcamp.com/track/what-a-wonderful-world-chris-gs-edit,https://f4.bcbits.com/img/a0456620325_7.jpg,t,1599688925.54091,it,,Italy,t,€2.50,2.5,(What a) Wonderful world (Chris Gs Edit),456620325.0,//chrisgs1.bandcamp.com/track/what-a-wonderful-world-chris-gs-edit,2.5,,chris gs,EUR,60's Sound,2.95,,,,
1599688925.8862&//chrisgs1.bandcamp.com/track/ring-my-bell-chris-gs-edit,https://f4.bcbits.com/img/a2456093065_7.jpg,t,1599688925.8862,it,,Italy,t,€3,8.0,Ring my bell (Chris Gs Edit),2456093065.0,//chrisgs1.bandcamp.com/track/ring-my-bell-chris-gs-edit,8.0,,chris gs,EUR,Disco,9.44,,,/album/,2.0
1599688925.92374&//chrisgs1.bandcamp.com/track/its-a-shame-chris-gs-edit,https://f4.bcbits.com/img/a0394180112_7.jpg,t,1599688925.92374,it,,Italy,t,€2,2.0,It's a shame (Chris Gs Edit),394180112.0,//chrisgs1.bandcamp.com/track/its-a-shame-chris-gs-edit,2.0,,chris gs,EUR,"Reggae, Ska",2.36,,,,
1599688925.92418&//chrisgs1.bandcamp.com/track/dont-send-me-away-chris-gs-edit,https://f4.bcbits.com/img/a3828710040_7.jpg,t,1599688925.92418,it,,Italy,t,€2.50,20.0,Don't send me away (Chris Gs Edit),3828710040.0,//chrisgs1.bandcamp.com/track/dont-send-me-away-chris-gs-edit,20.0,,chris gs,EUR,"Soul, Vol.1",23.6,,,/album/,8.0
1599688925.99716&//chrisgs1.bandcamp.com/track/seed-20-chris-gs-edit,https://f4.bcbits.com/img/a3044542436_7.jpg,t,1599688925.99716,it,,Italy,t,€2.50,7.0,Seed 2.0 (Chris Gs Edit),3044542436.0,//chrisgs1.bandcamp.com/track/seed-20-chris-gs-edit,7.0,,chris gs,EUR,"Rock, Indie, Alternative, Vol.1",8.26,,,/album/,2.0
1599688926.394&//loveallday.bandcamp.com/album/chimes,https://f4.bcbits.com/img/a2854542262_7.jpg,a,1599688926.394,gb,,United Kingdom,a,$5,0.0,Chimes,2854542262.0,//loveallday.bandcamp.com/album/chimes,5.0,,M. Klausman/P. Prezzano,USD,,5.0,,$5,,
1599688926.61447&//thewhiteswan.bandcamp.com/merch/limited-edition-gold-sparkle-baseball-t,https://f4.bcbits.com/img/0021558428_37.jpg,p,1599688926.61447,ca,,Canada,p,$25,25.0,Limited Edition Gold Sparkle Baseball T,,//thewhiteswan.bandcamp.com/merch/limited-edition-gold-sparkle-baseball-t,25.0,,The White Swan,USD,,25.0,21558428.0,,,
1599688926.84906&//thewhiteswan.bandcamp.com/merch/limited-edition-gold-sparkle-baseball-t,https://f4.bcbits.com/img/0021558428_37.jpg,p,1599688926.84906,ca,,Canada,p,$25,25.0,Limited Edition Gold Sparkle Baseball T,,//thewhiteswan.bandcamp.com/merch/limited-edition-gold-sparkle-baseball-t,25.0,,The White Swan,USD,,25.0,21558428.0,,,
1599688928.27319&//creepoutjapan.bandcamp.com/album/svvines-and-heretics,https://f4.bcbits.com/img/a3293553886_7.jpg,a,1599688928.27319,de,,Germany,a,¥700,700.0,SVVINES AND HERETICS,3293553886.0,//creepoutjapan.bandcamp.com/album/svvines-and-heretics,700.0,,CREEPOUT,JPY,,6.59,,,,
1599688929.14511&//petrola80.bandcamp.com/track/low-b4,https://f4.bcbits.com/img/a0379614748_7.jpg,t,1599688929.14511,ch,,Switzerland,t,€1,2.0,Low B4,379614748.0,//petrola80.bandcamp.com/track/low-b4,2.0,,Lyra Valenza,EUR,Nightshade Edition,2.36,,,/album/,1.0
1599688929.85596&//librarytapes.bandcamp.com/track/by-fields-i,https://f4.bcbits.com/img/a1236592538_7.jpg,t,1599688929.85596,us,,United States,t,€1,1.0,By Fields (I),1236592538.0,//librarytapes.bandcamp.com/track/by-fields-i,1.0,,David Wenngren,EUR,Trees,1.18,,,,
